job_title,required_skills
systems engineer,"aix, analysis, application servers, architecture, development, hardware, ibm, iis, java, linux, management, middleware, oracle, sql, sql server, tibco, websphere"
game tester,"agile, analytical"
business intelligence developer,"javascript, node, react, flux, es, babel, ecmascript, karma, mocha, css, html"
it project manager,"cisco, excel, exchange, hardware, management, materials, outlook, project management, routers, tcp, ip, wan, windows, windows xp"
technical support specialist,"analysis, development, peoplesoft, quality assurance, specification, supervision, validation"
imaging specialist,"ldap, infrastructure, idm, identity management, mysql, galera"
business intelligence developer,"abend, analysis, cobol, db2, ims, jcl, source code, telon, tso"
security incident response engineer,"analysis, architecture, ccnp, cisco, citrix, configuration management, development, library, linux, management, mcse, vmware, vms"
technical support manager,"roid, ios, laptop, pc, windows"
information assurance engineer,"analysis, apache, db2, development, http, ibm, management, perl, qa, sql, sql server, web server, websphere"
hadoop developer,"automated, database, development, informatica, java, linux, oracle, pl, sql, protocols, sql, unix"
unix administrator,"agile, aix, bash, configuration management, dns, environmental, git, hardware, jenkins, linux, management, oracle, perl, powershell, python, ruby, source code, specification, svn, systems admin, unix, vpn"
net developer,".net, agile, analysis, architecture, automated, business requirements, c#, database, development, html, javascript, management, oracle, pl, sql, project management, release, scrum, security, sql, xml"
security engineer,"customer service, management, project management, security"
web developer,".net, adobe, ajax, asp, asp.net, css, development, fireworks, foundation, graphics, html, iis, javascript, jquery, sql, sql server, web design"
information assurance engineer,"analysis, automated, development, hardware, java, linux, oracle, qa, sql, sql server, unix, windows"
object oriented programmer,"agile, ajax, angularjs, automated, css, development, html, java, javascript, jquery, jsp, libraries, scrum, ux"
data manager,"development, management"
business intelligence developer,"agile, architecture, c#, development, iterative, iterative development, multi, threaded, sdlc, security, windows"
data architect,"analysis, architecture, database, database administration, management, risk management, security"
database administrator,"api, css, database, development, gui, html, j2ee, java, javascript, jquery, sql, websphere"
security researcher,"algorithms, analysis, angularjs, automated, development, j2ee, sdlc, security, source code"
data analyst,"analysis, excel, powerpoint, sales"
technical analyst,".net, agile, ajax, analysis, architecture, asp, asp.net, crystal reports, css, database, development, encryption, ivr, javascript, jquery, management, object oriented design, oracle, peoplesoft, pl, sql, sap, scripts, security, shell scripts, specification, sql, unix, validation, vb, visual basic, xml"
sharepoint developer,".net, asp, asp.net, automated, c#, development, sql, sql server, xml"
hadoop developer,"development, hadoop, java, jenkins, soap, tdd"
business intelligence developer,"analysis, api, development, ejb, exchange, html, java, jsp, sql, tibco, unix, windows, xml"
applications scientist,"analysis, development, j2ee, management"
vp software support,"support, technical support"
web developer,".net, ajax, architecture, asp, asp.net, css, development, git, html, javascript, jquery, salesforce, solr, sql, sql server, subversion, tdd, version control, web servers"
business intelligence analyst,"adobe, analysis, development, ibm, management"
technical support specialist,"architecture, development, hardware, middleware, networks, security, specification"
master data analyst,fi
ux designer,"adobe, agile, roid, architecture, business requirements, content management, development, industrial design, ios, iterative, library, lifecycle, management, metrics, ms office, project management, sales, scrum, supervision, ux"
systems engineer,"dns, management, mcse, powershell, project management, scripts"
security incident response engineer,"analysis, automated, development, management, project management, qa, specification"
software engineer,"agile, angularjs, api, development, java, javascript"
sql developer,".net, asp, asp.net, c#, css, development, html, javascript, jquery"
data scientist,"analysis, architecture, cissp, linux, management, mcse, security, supervision, unix, ups"
net developer,".net  , c#  , mvc  , json  , sql"
oracle dba,"management, sap"
business analyst,"analysis, customer service, development, epic, excel, management, outlook, powerpoint, project management, security, sql, validation"
database developer,microsoft access  
financial systems analyst,"audit, excel"
network security engineer,"analysis, analytical"
business intelligence analyst,"management, security"
it project coordinator,"agile, excel, management, powerpoint, project management, sdlc, security"
data scientist,"analysis, automated, business intelligence, business objects, change management, database, development, edi, help desk, informatica, lifecycle, management, qa, release, shell script, sql, sql server, tivoli, windows"
sql developer,environmental
business intelligence analyst,"analysis, architecture, business requirements, development, management, qa, security, system architecture"
ux jobs,"management, project management, ux"
manager unix,"agile, aix, bash, change management, configuration management, development, dns, environmental, git, hardware, jenkins, linux, management, oracle, perl, powershell, python, risk management, ruby, security, source code, specification, svn, systems admin, unix, vpn"
sql developer,".net, agile, angularjs, architecture, asp, asp.net, case, c#, css, development, html, iterative, iterative development, java, javascript, jquery, qa, sdlc, sql, xml"
business intelligence developer,".net, business requirements, c#, database, development, management, object oriented design, release, sdlc, source code, sql, sql server, user interface, vb, version control"
technical support specialist,"excel, writer"
technical support specialist,"architecture, excel, graphics, ibm, materials, powerpoint, user interface"
crm consultant,"analysis, crystal reports, database, erp, excel, management, ms office, sales"
security engineer,analytical
net developer,"agile, analysis, api, development, encryption, lifecycle, management, release, security, soap, supervision"
security engineer,"cryptography, hardware, iso, management, metrics, project management, risk management, sales, security, validation"
security incident response engineer,"active directory, ad, windows, microsoft, pki"
it project coordinator,"analysis, data analysis, excel, management, microsoft project, pc, powerpoint"
security architect,"architecture, cissp, development, e, commerce, lifecycle, management, project management, security"
data coordinator,"crm, management, materials, technician"
gis administrator,"analysis, management, powershell"
crm consultant,"customer service, validation"
java developer,"contract independent, contract w2"
vp software,"agile, change management, customer service, development, ecommerce, management, security"
